Customer_ID,Customer_Name,Gender,Age_Group,Country,Customer_Segment
C2314,Customer 2314,Female,18-25,UK,Regular
C2315,Customer 2315,Male,18-25,Germany,Premium
C2316,Customer 2316,Female,46+,Germany,Regular
C2317,Customer 2317,Male,18-25,UK,New
C2318,Customer 2318,Male,26-35,India,Premium
C2319,Customer 2319,Male,18-25,USA,Regular
C2320,Customer 2320,Male,26-35,India,Regular
C2321,Customer 2321,Male,36-45,Germany,Regular
C2322,Customer 2322,Female,26-35,UK,Regular
C2323,Customer 2323,Female,26-35,Germany,Regular
C2324,Customer 2324,Male,18-25,USA,Regular
C2325,Customer 2325,Male,26-35,Germany,Regular
C2326,Customer 2326,Male,36-45,India,Regular
C2327,Customer 2327,Male,18-25,UK,New
C2328,Customer 2328,Male,26-35,Germany,Premium
C2329,Customer 2329,Male,36-45,India,Premium
C2330,Customer 2330,Male,36-45,Germany,Regular
C2331,Customer 2331,Male,36-45,USA,Regular
C2332,Customer 2332,Female,46+,India,Regular
C2333,Customer 2333,Female,46+,Australia,Premium
C2334,Customer 2334,Female,26-35,Germany,New
C2335,Customer 2335,Female,46+,Germany,Regular
C2336,Customer 2336,Male,36-45,USA,Regular
C2337,Customer 2337,Female,46+,Germany,Regular
C2338,Customer 2338,Male,26-35,India,Regular
C2339,Customer 2339,Female,36-45,UAE,Regular
C2340,Customer 2340,Male,36-45,Germany,Regular
C2341,Customer 2341,Female,18-25,India,Regular
C2342,Customer 2342,Male,18-25,UAE,Premium
C2343,Customer 2343,Female,46+,UK,Premium
C2344,Customer 2344,Female,18-25,India,Regular
C2345,Customer 2345,Male,26-35,India,Premium
C2346,Customer 2346,Female,46+,UK,Regular
C2347,Customer 2347,Male,36-45,UAE,New
C2348,Customer 2348,Female,46+,Australia,Regular
C2349,Customer 2349,Female,36-45,India,Regular
C2350,Customer 2350,Male,36-45,Germany,New
C2351,Customer 2351,Male,18-25,Australia,Regular
C2352,Customer 2352,Male,26-35,Germany,New
C2353,Customer 2353,Female,36-45,India,Regular
C2354,Customer 2354,Female,46+,Germany,Regular
C2355,Customer 2355,Male,46+,UK,Regular
C2356,Customer 2356,Female,36-45,Australia,New
C2357,Customer 2357,Male,46+,UAE,Regular
C2358,Customer 2358,Female,26-35,UAE,Regular
C2359,Customer 2359,Male,18-25,Australia,Regular
C2360,Customer 2360,Male,46+,UAE,New
C2361,Customer 2361,Male,18-25,UK,New
C2362,Customer 2362,Male,36-45,UK,Regular
C2363,Customer 2363,Male,18-25,Germany,Premium
C2364,Customer 2364,Male,46+,Australia,Regular
C2365,Customer 2365,Female,18-25,UK,Regular
C2366,Customer 2366,Female,46+,Germany,Premium
C2367,Customer 2367,Male,46+,Germany,Premium
C2368,Customer 2368,Female,36-45,UK,Premium
C2369,Customer 2369,Female,46+,India,Regular
C2370,Customer 2370,Male,46+,Germany,New
C2371,Customer 2371,Female,36-45,India,Regular
C2372,Customer 2372,Male,46+,India,Premium
C2373,Customer 2373,Female,18-25,UAE,Regular
C2374,Customer 2374,Female,26-35,Germany,Regular
C2375,Customer 2375,Female,18-25,Germany,New
C2376,Customer 2376,Male,18-25,Australia,Regular
C2377,Customer 2377,Female,46+,USA,Premium
C2378,Customer 2378,Male,18-25,Germany,Regular
C2379,Customer 2379,Female,18-25,India,Regular
C2380,Customer 2380,Female,36-45,Germany,Regular
C2381,Customer 2381,Male,18-25,Germany,Regular
C2382,Customer 2382,Male,26-35,Germany,Regular
C2383,Customer 2383,Female,26-35,UAE,Regular
C2384,Customer 2384,Female,36-45,USA,Regular
C2385,Customer 2385,Male,26-35,UAE,New
C2386,Customer 2386,Female,18-25,UAE,New
C2387,Customer 2387,Female,26-35,Australia,Premium
C2388,Customer 2388,Male,18-25,Australia,Regular
C2389,Customer 2389,Female,18-25,Germany,New
C2390,Customer 2390,Male,36-45,UK,New
C2391,Customer 2391,Male,26-35,UK,Regular
C2392,Customer 2392,Female,26-35,USA,New
C2393,Customer 2393,Male,18-25,USA,Regular
C2394,Customer 2394,Male,18-25,USA,New
C2395,Customer 2395,Female,18-25,Germany,Regular
C2396,Customer 2396,Male,36-45,UAE,Regular
C2397,Customer 2397,Male,46+,UK,New
C2398,Customer 2398,Female,18-25,USA,Premium
C2399,Customer 2399,Female,46+,UAE,Regular
C2400,Customer 2400,Female,26-35,Germany,New
C2401,Customer 2401,Female,36-45,Germany,Regular
C2402,Customer 2402,Male,26-35,UK,Premium
C2403,Customer 2403,Male,36-45,Australia,Regular
C2404,Customer 2404,Female,36-45,Germany,Premium
C2405,Customer 2405,Female,36-45,UK,Premium
C2406,Customer 2406,Male,46+,UAE,New
C2407,Customer 2407,Male,36-45,UAE,Regular
C2408,Customer 2408,Male,46+,Germany,Regular
C2409,Customer 2409,Female,26-35,UAE,Regular
C2410,Customer 2410,Male,46+,UK,Regular
C2411,Customer 2411,Female,46+,USA,New
C2412,Customer 2412,Female,18-25,UK,Regular
C2413,Customer 2413,Male,36-45,USA,Regular
C2414,Customer 2414,Female,36-45,Australia,Regular
C2415,Customer 2415,Female,26-35,USA,Regular
C2416,Customer 2416,Female,36-45,Australia,Regular
C2417,Customer 2417,Female,46+,USA,New
C2418,Customer 2418,Male,26-35,UAE,Regular
C2419,Customer 2419,Male,46+,UAE,Regular
C2420,Customer 2420,Female,26-35,Germany,Regular
C2421,Customer 2421,Female,36-45,USA,Regular
C2422,Customer 2422,Male,36-45,UAE,Regular
C2423,Customer 2423,Female,26-35,Germany,Regular
C2424,Customer 2424,Male,26-35,USA,Regular
C2425,Customer 2425,Female,36-45,UAE,Regular
C2426,Customer 2426,Male,18-25,USA,Regular
C2427,Customer 2427,Male,36-45,UK,Regular
C2428,Customer 2428,Male,26-35,Germany,Premium
C2429,Customer 2429,Male,36-45,Germany,New
C2430,Customer 2430,Female,36-45,Australia,New
C2431,Customer 2431,Male,46+,UAE,Regular
C2432,Customer 2432,Female,26-35,Australia,New
C2433,Customer 2433,Male,26-35,UAE,New
C2434,Customer 2434,Male,26-35,Australia,Regular
C2435,Customer 2435,Female,18-25,Australia,New
C2436,Customer 2436,Male,36-45,Germany,Premium
C2437,Customer 2437,Male,36-45,Germany,New
C2438,Customer 2438,Male,26-35,Germany,New
C2439,Customer 2439,Female,26-35,India,Regular
C2440,Customer 2440,Male,46+,UAE,Regular
C2441,Customer 2441,Female,36-45,Germany,New
C2442,Customer 2442,Male,26-35,India,Regular
C2443,Customer 2443,Female,36-45,UK,New
C2444,Customer 2444,Female,36-45,Germany,Premium
C2445,Customer 2445,Male,18-25,Germany,Regular
C2446,Customer 2446,Female,46+,USA,Premium
C2447,Customer 2447,Male,26-35,Germany,New
C2448,Customer 2448,Female,26-35,Australia,Regular
C2449,Customer 2449,Female,46+,India,New
C2450,Customer 2450,Male,26-35,Australia,New
C2451,Customer 2451,Female,46+,India,Premium
C2452,Customer 2452,Male,36-45,Australia,New
C2453,Customer 2453,Male,18-25,UK,Regular
C2454,Customer 2454,Female,26-35,India,Premium
C2455,Customer 2455,Female,26-35,India,Regular
C2456,Customer 2456,Male,36-45,USA,Premium
C2457,Customer 2457,Female,26-35,India,New
C2458,Customer 2458,Female,46+,Australia,New
C2459,Customer 2459,Male,26-35,UK,Regular
C2460,Customer 2460,Male,36-45,UK,Regular
C2461,Customer 2461,Male,46+,USA,Premium
C2462,Customer 2462,Female,36-45,USA,Premium
C2463,Customer 2463,Male,26-35,Germany,Regular
C2464,Customer 2464,Female,26-35,India,Regular
C2465,Customer 2465,Female,46+,USA,Regular
C2466,Customer 2466,Female,18-25,India,Regular
C2467,Customer 2467,Female,36-45,Germany,Regular
C2468,Customer 2468,Female,18-25,UK,New
C2469,Customer 2469,Male,46+,UAE,Regular
C2470,Customer 2470,Male,18-25,India,New
C2471,Customer 2471,Male,46+,UAE,Regular
C2472,Customer 2472,Female,36-45,UAE,Premium
C2473,Customer 2473,Female,18-25,India,Regular
C2474,Customer 2474,Female,36-45,UAE,Premium
C2475,Customer 2475,Male,46+,India,Regular
C2476,Customer 2476,Female,36-45,UK,Regular
C2477,Customer 2477,Female,46+,USA,Regular
C2478,Customer 2478,Female,26-35,Australia,Regular
C2479,Customer 2479,Female,26-35,UK,Premium
C2480,Customer 2480,Male,46+,India,Regular
C2481,Customer 2481,Male,46+,UAE,Regular
C2482,Customer 2482,Male,18-25,UK,New
C2483,Customer 2483,Female,46+,UAE,Regular
C2484,Customer 2484,Female,36-45,UAE,Regular
C2485,Customer 2485,Female,36-45,Germany,Regular
C2486,Customer 2486,Female,18-25,USA,Regular
C2487,Customer 2487,Male,36-45,Australia,Regular
C2488,Customer 2488,Female,18-25,Australia,New
C2489,Customer 2489,Male,18-25,UK,Regular
C2490,Customer 2490,Male,26-35,Australia,Premium
C2491,Customer 2491,Male,36-45,Germany,Regular
C2492,Customer 2492,Male,18-25,UAE,New
C2493,Customer 2493,Female,36-45,UK,Regular
C2494,Customer 2494,Male,36-45,USA,New
C2495,Customer 2495,Male,46+,Germany,Regular
C2496,Customer 2496,Female,46+,UK,Regular
C2497,Customer 2497,Male,36-45,UK,Regular
C2498,Customer 2498,Female,36-45,USA,Regular
C2499,Customer 2499,Male,46+,UK,Premium
C2500,Customer 2500,Male,46+,UK,Regular
C2501,Customer 2501,Female,46+,UAE,Premium
C2502,Customer 2502,Female,36-45,UK,Regular
C2503,Customer 2503,Female,26-35,India,Regular
C2504,Customer 2504,Male,46+,UK,Regular
C2505,Customer 2505,Female,18-25,India,Premium
C2506,Customer 2506,Male,26-35,UAE,Regular
C2507,Customer 2507,Male,46+,UK,Regular
C2508,Customer 2508,Female,26-35,Germany,Regular
C2509,Customer 2509,Male,18-25,Germany,Premium
C2510,Customer 2510,Male,46+,India,Regular
C2511,Customer 2511,Male,36-45,Germany,New
C2512,Customer 2512,Male,36-45,UK,Premium
C2513,Customer 2513,Female,18-25,UAE,New
C2514,Customer 2514,Female,36-45,UAE,New
C2515,Customer 2515,Male,46+,UK,Regular
C2516,Customer 2516,Female,36-45,Australia,Premium
C2517,Customer 2517,Male,46+,India,Regular
C2518,Customer 2518,Female,36-45,USA,Regular
C2519,Customer 2519,Male,18-25,USA,Regular
C2520,Customer 2520,Female,36-45,India,Regular
C2521,Customer 2521,Female,46+,UAE,Regular
C2522,Customer 2522,Female,18-25,UAE,Premium
C2523,Customer 2523,Female,18-25,USA,Regular
C2524,Customer 2524,Male,18-25,India,Regular
C2525,Customer 2525,Male,46+,India,Regular
C2526,Customer 2526,Male,26-35,UAE,Regular
C2527,Customer 2527,Male,46+,UK,Regular
C2528,Customer 2528,Male,36-45,USA,Regular
C2529,Customer 2529,Female,26-35,UK,Regular
C2530,Customer 2530,Female,18-25,UK,New
C2531,Customer 2531,Female,18-25,Germany,Regular
C2532,Customer 2532,Female,26-35,Germany,Regular
C2533,Customer 2533,Male,26-35,USA,Regular
C2534,Customer 2534,Female,26-35,USA,Regular
C2535,Customer 2535,Female,36-45,UAE,New
C2536,Customer 2536,Male,26-35,India,Regular
C2537,Customer 2537,Male,18-25,UK,Regular
C2538,Customer 2538,Female,36-45,Australia,Regular
C2539,Customer 2539,Female,46+,USA,Regular
C2540,Customer 2540,Female,46+,Australia,Regular
C2541,Customer 2541,Male,46+,Australia,Premium
C2542,Customer 2542,Female,26-35,UK,Regular
C2543,Customer 2543,Male,36-45,UK,Regular
C2544,Customer 2544,Female,46+,USA,New
C2545,Customer 2545,Female,46+,UAE,Regular
C2546,Customer 2546,Male,26-35,USA,Regular
C2547,Customer 2547,Male,46+,India,New
C2548,Customer 2548,Female,18-25,UAE,Regular
C2549,Customer 2549,Male,26-35,India,New
C2550,Customer 2550,Female,46+,Australia,Premium
C2551,Customer 2551,Male,46+,UK,Regular
C2552,Customer 2552,Female,26-35,Australia,New
C2553,Customer 2553,Male,46+,USA,Regular
C2554,Customer 2554,Female,26-35,India,Premium
C2555,Customer 2555,Female,26-35,India,New
C2556,Customer 2556,Female,46+,UK,Regular
C2557,Customer 2557,Male,46+,UK,New
C2558,Customer 2558,Male,18-25,USA,New
C2559,Customer 2559,Female,26-35,UK,Regular
C2560,Customer 2560,Female,36-45,UK,New
C2561,Customer 2561,Male,18-25,Australia,Regular
C2562,Customer 2562,Male,36-45,Germany,New
C2563,Customer 2563,Male,36-45,Germany,Premium
C2564,Customer 2564,Female,46+,UAE,Regular
C2565,Customer 2565,Female,18-25,UK,Regular
C2566,Customer 2566,Female,36-45,Australia,Regular
C2567,Customer 2567,Male,36-45,USA,Premium
C2568,Customer 2568,Female,36-45,UAE,New
C2569,Customer 2569,Female,46+,UAE,New
C2570,Customer 2570,Female,26-35,UK,Regular
C2571,Customer 2571,Female,26-35,USA,New
C2572,Customer 2572,Male,26-35,UAE,New
C2573,Customer 2573,Female,18-25,India,New
C2574,Customer 2574,Female,18-25,UAE,New
C2575,Customer 2575,Female,36-45,UAE,New
C2576,Customer 2576,Female,26-35,India,New
C2577,Customer 2577,Female,36-45,Germany,New
C2578,Customer 2578,Male,46+,Australia,Regular
C2579,Customer 2579,Male,18-25,USA,Regular
C2580,Customer 2580,Female,18-25,UAE,Premium
C2581,Customer 2581,Female,36-45,USA,Premium
C2582,Customer 2582,Female,36-45,UK,Regular
C2583,Customer 2583,Male,18-25,UK,Regular
C2584,Customer 2584,Female,46+,Germany,Regular
C2585,Customer 2585,Female,26-35,UK,Regular
C2586,Customer 2586,Male,36-45,Australia,Regular
C2587,Customer 2587,Female,46+,Australia,Regular
C2588,Customer 2588,Male,18-25,Australia,Regular
C2589,Customer 2589,Female,18-25,UK,Regular
C2590,Customer 2590,Female,26-35,India,Regular
C2591,Customer 2591,Male,36-45,India,Regular
C2592,Customer 2592,Female,26-35,USA,Regular
C2593,Customer 2593,Female,36-45,USA,New
C2594,Customer 2594,Male,36-45,India,Premium
C2595,Customer 2595,Male,18-25,USA,Regular
C2596,Customer 2596,Female,26-35,Australia,Premium
C2597,Customer 2597,Male,46+,UAE,Regular
C2598,Customer 2598,Female,26-35,Germany,Premium
C2599,Customer 2599,Male,36-45,USA,New
C2600,Customer 2600,Female,46+,UK,New
C2601,Customer 2601,Female,46+,Australia,Premium
C2602,Customer 2602,Female,46+,Germany,Premium
C2603,Customer 2603,Male,46+,Germany,New
C2604,Customer 2604,Male,46+,India,New
C2605,Customer 2605,Female,36-45,Australia,New
C2606,Customer 2606,Female,36-45,Germany,New
C2607,Customer 2607,Female,26-35,UAE,Regular
C2608,Customer 2608,Male,46+,Germany,Regular
C2609,Customer 2609,Female,36-45,Australia,Regular
C2610,Customer 2610,Female,46+,UAE,Regular
C2611,Customer 2611,Male,46+,Germany,Regular
C2612,Customer 2612,Male,18-25,UAE,Regular
C2613,Customer 2613,Female,46+,Australia,Regular
C2614,Customer 2614,Male,26-35,India,Regular
C2615,Customer 2615,Female,36-45,Germany,Regular
C2616,Customer 2616,Male,26-35,India,Regular
C2617,Customer 2617,Male,36-45,Germany,Regular
C2618,Customer 2618,Female,18-25,USA,Regular
C2619,Customer 2619,Female,36-45,Germany,Regular
C2620,Customer 2620,Female,36-45,India,Premium
C2621,Customer 2621,Male,18-25,Australia,Regular
C2622,Customer 2622,Female,36-45,India,Regular
C2623,Customer 2623,Male,36-45,UAE,Regular
C2624,Customer 2624,Male,26-35,Australia,New
C2625,Customer 2625,Male,46+,UAE,New
C2626,Customer 2626,Male,36-45,UK,Regular
C2627,Customer 2627,Male,36-45,UK,Regular
C2628,Customer 2628,Male,26-35,UAE,Regular
C2629,Customer 2629,Female,36-45,UAE,Premium
C2630,Customer 2630,Male,18-25,Germany,Premium
C2631,Customer 2631,Male,18-25,India,Regular
C2632,Customer 2632,Female,36-45,UAE,Premium
C2633,Customer 2633,Male,18-25,India,New
C2634,Customer 2634,Female,18-25,Australia,Regular
C2635,Customer 2635,Female,26-35,India,Regular
C2636,Customer 2636,Female,18-25,Australia,New
C2637,Customer 2637,Female,26-35,UK,Regular
C2638,Customer 2638,Female,46+,UK,Regular
C2639,Customer 2639,Male,18-25,UK,Regular
C2640,Customer 2640,Female,26-35,India,Regular
C2641,Customer 2641,Male,36-45,India,Regular
C2642,Customer 2642,Male,18-25,UK,New
C2643,Customer 2643,Female,36-45,UK,Regular
C2644,Customer 2644,Female,36-45,USA,Premium
C2645,Customer 2645,Male,18-25,USA,Regular
C2646,Customer 2646,Female,26-35,UAE,Regular
C2647,Customer 2647,Female,26-35,India,Regular
C2648,Customer 2648,Male,46+,UAE,Premium
C2649,Customer 2649,Female,46+,India,Regular
C2650,Customer 2650,Female,36-45,USA,Regular
C2651,Customer 2651,Female,18-25,Germany,Regular
C2652,Customer 2652,Male,46+,Australia,Premium
C2653,Customer 2653,Male,18-25,USA,New
C2654,Customer 2654,Female,18-25,India,New
C2655,Customer 2655,Male,36-45,Germany,Regular
C2656,Customer 2656,Female,26-35,India,Regular
C2657,Customer 2657,Female,26-35,USA,Premium
C2658,Customer 2658,Male,18-25,India,Regular
C2659,Customer 2659,Male,36-45,UK,New
C2660,Customer 2660,Male,36-45,Germany,New
C2661,Customer 2661,Female,18-25,USA,New
C2662,Customer 2662,Female,26-35,Australia,Regular
C2663,Customer 2663,Female,36-45,India,Regular
C2664,Customer 2664,Male,46+,Australia,Regular
C2665,Customer 2665,Female,36-45,India,New
C2666,Customer 2666,Male,36-45,India,New
C2667,Customer 2667,Female,36-45,UK,New
C2668,Customer 2668,Female,26-35,USA,New
C2669,Customer 2669,Female,26-35,USA,New
C2670,Customer 2670,Male,26-35,Germany,Regular
C2671,Customer 2671,Female,36-45,USA,New
C2672,Customer 2672,Male,18-25,UAE,Regular
C2673,Customer 2673,Female,26-35,Australia,Regular
C2674,Customer 2674,Male,18-25,Australia,Premium
C2675,Customer 2675,Male,26-35,UAE,New
C2676,Customer 2676,Male,18-25,UK,Regular
C2677,Customer 2677,Male,18-25,UK,Regular
C2678,Customer 2678,Male,26-35,UK,Regular
C2679,Customer 2679,Female,36-45,Germany,Regular
C2680,Customer 2680,Female,18-25,UK,New
C2681,Customer 2681,Female,36-45,UK,Regular
C2682,Customer 2682,Male,46+,Australia,Regular
C2683,Customer 2683,Female,46+,USA,New
C2684,Customer 2684,Male,26-35,India,Regular
C2685,Customer 2685,Female,26-35,Australia,Premium
C2686,Customer 2686,Male,36-45,UAE,Regular
C2687,Customer 2687,Male,46+,UK,New
C2688,Customer 2688,Female,18-25,UK,Regular
C2689,Customer 2689,Female,46+,USA,Premium
C2690,Customer 2690,Male,36-45,Germany,Regular
C2691,Customer 2691,Male,36-45,UK,Regular
C2692,Customer 2692,Male,18-25,India,Regular
C2693,Customer 2693,Female,26-35,UAE,Regular
C2694,Customer 2694,Male,18-25,USA,Regular
C2695,Customer 2695,Female,46+,USA,Premium
C2696,Customer 2696,Male,26-35,USA,Regular
C2697,Customer 2697,Male,46+,USA,New
C2698,Customer 2698,Female,18-25,UK,Regular
C2699,Customer 2699,Male,18-25,Australia,Regular
C2700,Customer 2700,Female,36-45,USA,Regular
C2701,Customer 2701,Female,18-25,India,Regular
C2702,Customer 2702,Female,46+,USA,New
C2703,Customer 2703,Male,18-25,Australia,Regular
C2704,Customer 2704,Male,26-35,UK,Regular
C2705,Customer 2705,Female,26-35,India,Regular
C2706,Customer 2706,Male,46+,UAE,Regular
C2707,Customer 2707,Female,26-35,UAE,Regular
C2708,Customer 2708,Male,18-25,UK,New
C2709,Customer 2709,Male,18-25,India,Regular
C2710,Customer 2710,Male,46+,India,Premium
C2711,Customer 2711,Female,26-35,UK,New
C2712,Customer 2712,Male,18-25,USA,Regular
C2713,Customer 2713,Female,46+,UK,Regular
C2714,Customer 2714,Male,46+,UK,Premium
C2715,Customer 2715,Female,46+,USA,New
C2716,Customer 2716,Male,46+,India,Regular
C2717,Customer 2717,Male,26-35,UAE,Regular
C2718,Customer 2718,Female,46+,India,Premium
C2719,Customer 2719,Male,26-35,UAE,Premium
C2720,Customer 2720,Male,26-35,Australia,Regular
C2721,Customer 2721,Female,26-35,UK,Premium
C2722,Customer 2722,Female,26-35,USA,Regular
C2723,Customer 2723,Male,36-45,USA,Premium
C2724,Customer 2724,Female,18-25,Australia,Regular
C2725,Customer 2725,Male,36-45,UK,New
C2726,Customer 2726,Male,36-45,UK,Premium
C2727,Customer 2727,Male,46+,Germany,New
C2728,Customer 2728,Female,36-45,USA,New
C2729,Customer 2729,Female,26-35,Germany,Regular
C2730,Customer 2730,Female,36-45,UAE,New
C2731,Customer 2731,Male,26-35,UAE,Regular
C2732,Customer 2732,Male,46+,Germany,Regular
C2733,Customer 2733,Male,18-25,UK,Regular
C2734,Customer 2734,Female,18-25,USA,New
C2735,Customer 2735,Male,26-35,Australia,Regular
C2736,Customer 2736,Male,36-45,UK,Regular
C2737,Customer 2737,Male,46+,UAE,Regular
C2738,Customer 2738,Male,36-45,India,Regular
C2739,Customer 2739,Male,36-45,UAE,New
C2740,Customer 2740,Male,36-45,UK,Regular
C2741,Customer 2741,Female,46+,Australia,Regular
C2742,Customer 2742,Male,46+,India,Regular
C2743,Customer 2743,Male,18-25,Australia,Regular
C2744,Customer 2744,Female,18-25,India,Regular
C2745,Customer 2745,Female,46+,India,Regular
C2746,Customer 2746,Male,26-35,UAE,Premium
C2747,Customer 2747,Female,18-25,UAE,Premium
C2748,Customer 2748,Male,36-45,Germany,Premium
C2749,Customer 2749,Female,18-25,UK,Regular
C2750,Customer 2750,Male,36-45,India,Regular
C2751,Customer 2751,Female,46+,UAE,Regular
C2752,Customer 2752,Male,26-35,USA,Regular
C2753,Customer 2753,Male,26-35,Germany,Regular
C2754,Customer 2754,Female,36-45,Australia,Regular
C2755,Customer 2755,Male,46+,Germany,Regular
C2756,Customer 2756,Male,26-35,UAE,Regular
C2757,Customer 2757,Female,18-25,India,Regular
C2758,Customer 2758,Male,18-25,Australia,New
C2759,Customer 2759,Male,36-45,UAE,Regular
C2760,Customer 2760,Male,36-45,USA,Regular
C2761,Customer 2761,Male,46+,UAE,Regular
C2762,Customer 2762,Female,36-45,UK,Regular
C2763,Customer 2763,Female,26-35,UAE,Premium
C2764,Customer 2764,Female,18-25,UK,New
C2765,Customer 2765,Male,18-25,Germany,New
C2766,Customer 2766,Female,18-25,India,New
C2767,Customer 2767,Male,36-45,UK,New
C2768,Customer 2768,Male,18-25,UK,New
C2769,Customer 2769,Female,18-25,Australia,New
C2770,Customer 2770,Male,26-35,USA,New
C2771,Customer 2771,Female,36-45,India,Regular
C2772,Customer 2772,Female,36-45,Australia,Regular
C2773,Customer 2773,Female,26-35,USA,New
C2774,Customer 2774,Female,18-25,UK,Regular
C2775,Customer 2775,Female,36-45,Germany,Regular
C2776,Customer 2776,Female,26-35,UAE,Regular
C2777,Customer 2777,Male,46+,USA,Regular
C2778,Customer 2778,Male,46+,UAE,Premium
C2779,Customer 2779,Female,46+,UAE,Regular
C2780,Customer 2780,Male,46+,UAE,New
C2781,Customer 2781,Male,46+,Germany,Regular
C2782,Customer 2782,Female,26-35,UK,Regular
C2783,Customer 2783,Female,36-45,USA,Regular
C2784,Customer 2784,Female,26-35,Australia,Regular
C2785,Customer 2785,Male,18-25,USA,Regular
C2786,Customer 2786,Male,26-35,USA,Regular
C2787,Customer 2787,Female,26-35,Germany,Regular
C2788,Customer 2788,Male,36-45,UK,New
C2789,Customer 2789,Female,26-35,India,New
C2790,Customer 2790,Male,18-25,Germany,Regular
C2791,Customer 2791,Male,18-25,UAE,Regular
C2792,Customer 2792,Male,18-25,UK,New
C2793,Customer 2793,Male,26-35,USA,Premium
C2794,Customer 2794,Female,26-35,UK,Regular
C2795,Customer 2795,Female,36-45,Australia,Regular
C2796,Customer 2796,Female,26-35,USA,Premium
C2797,Customer 2797,Female,46+,UK,Regular
C2798,Customer 2798,Male,18-25,Australia,Premium
C2799,Customer 2799,Male,26-35,India,Premium
C2800,Customer 2800,Female,46+,UK,Premium
C2801,Customer 2801,Female,46+,India,New
C2802,Customer 2802,Male,36-45,India,New
C2803,Customer 2803,Female,18-25,Germany,New
C2804,Customer 2804,Female,46+,India,Regular
C2805,Customer 2805,Male,18-25,Australia,Premium
C2806,Customer 2806,Female,36-45,USA,Regular
C2807,Customer 2807,Male,46+,USA,Premium
C2808,Customer 2808,Male,36-45,UK,Regular
C2809,Customer 2809,Female,18-25,Germany,Regular
C2810,Customer 2810,Male,26-35,USA,New
C2811,Customer 2811,Female,36-45,Germany,New
C2812,Customer 2812,Female,46+,India,Regular
C2813,Customer 2813,Female,18-25,India,Premium
C2814,Customer 2814,Female,46+,Germany,Regular
C2815,Customer 2815,Male,36-45,UK,Regular
C2816,Customer 2816,Female,36-45,Germany,Regular
C2817,Customer 2817,Male,18-25,UAE,Regular
C2818,Customer 2818,Female,46+,UK,New
C2819,Customer 2819,Female,46+,Germany,Premium
C2820,Customer 2820,Female,18-25,USA,New
C2821,Customer 2821,Male,46+,India,New
C2822,Customer 2822,Male,26-35,UAE,Regular
C2823,Customer 2823,Male,36-45,Australia,Regular
C2824,Customer 2824,Male,18-25,USA,Regular
C2825,Customer 2825,Female,26-35,USA,Premium
C2826,Customer 2826,Female,26-35,USA,Regular
C2827,Customer 2827,Male,26-35,USA,Premium
C2828,Customer 2828,Male,26-35,UAE,Regular
C2829,Customer 2829,Male,26-35,USA,New
C2830,Customer 2830,Male,26-35,Germany,Premium
C2831,Customer 2831,Male,46+,UK,Regular
C2832,Customer 2832,Male,26-35,UK,Regular
C2833,Customer 2833,Male,46+,India,New
C2834,Customer 2834,Female,18-25,UK,New
C2835,Customer 2835,Female,46+,UAE,Regular
C2836,Customer 2836,Female,18-25,UK,Regular
C2837,Customer 2837,Male,26-35,Germany,New
C2838,Customer 2838,Male,26-35,USA,Regular
C2839,Customer 2839,Female,46+,Australia,New
C2840,Customer 2840,Female,46+,UK,Regular
C2841,Customer 2841,Male,26-35,Australia,New
C2842,Customer 2842,Female,36-45,India,Regular
C2843,Customer 2843,Female,46+,USA,New
C2844,Customer 2844,Female,26-35,USA,Premium
C2845,Customer 2845,Male,18-25,UAE,New
C2846,Customer 2846,Female,36-45,Germany,Regular
C2847,Customer 2847,Female,36-45,USA,New
C2848,Customer 2848,Female,18-25,USA,Regular
C2849,Customer 2849,Male,26-35,Australia,Premium
C2850,Customer 2850,Female,26-35,UAE,Premium
C2851,Customer 2851,Female,46+,Germany,Regular
C2852,Customer 2852,Female,36-45,USA,Premium
C2853,Customer 2853,Male,46+,Australia,Regular
C2854,Customer 2854,Male,26-35,UAE,New
C2855,Customer 2855,Female,36-45,Germany,Regular
C2856,Customer 2856,Female,46+,Germany,Regular
C2857,Customer 2857,Female,36-45,UK,Regular
C2858,Customer 2858,Male,46+,Germany,Regular
C2859,Customer 2859,Male,36-45,Australia,Regular
C2860,Customer 2860,Female,18-25,USA,Regular
C2861,Customer 2861,Female,36-45,USA,Premium
C2862,Customer 2862,Female,18-25,Germany,New
C2863,Customer 2863,Female,36-45,USA,Regular
C2864,Customer 2864,Female,46+,Australia,Regular
C2865,Customer 2865,Male,36-45,UK,Regular
C2866,Customer 2866,Male,46+,UAE,Premium
C2867,Customer 2867,Female,36-45,India,New
C2868,Customer 2868,Male,46+,Australia,New
C2869,Customer 2869,Female,26-35,Germany,Premium
C2870,Customer 2870,Female,18-25,UAE,Premium
C2871,Customer 2871,Male,36-45,Australia,Regular
C2872,Customer 2872,Female,36-45,UK,Premium
C2873,Customer 2873,Female,18-25,UK,New
C2874,Customer 2874,Male,18-25,Australia,Regular
C2875,Customer 2875,Male,26-35,Germany,New
C2876,Customer 2876,Female,36-45,Australia,Regular
C2877,Customer 2877,Female,46+,UAE,Regular
C2878,Customer 2878,Male,36-45,USA,Regular
C2879,Customer 2879,Male,18-25,UAE,Regular
C2880,Customer 2880,Female,36-45,India,Regular
C2881,Customer 2881,Male,18-25,UAE,Regular
